f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,label
0.0,0.0,0.0,-0.08201116263143654,-0.3462113573929557,0.28676803181911475,-0.08036112024148814,-0.5254213906201514,0.32342736537208544,-0.027085701006036265,-0.6727758170056282,0.33543629548763804,0.026598563754512805,-0.8239059488407638,0.352740010522112,-0.13597181875566117,-0.6820065187667335,-0.20509713277103622,-0.10773576134096602,-0.9568502467113624,-0.16445305696097323,-0.026934592739671408,-0.9846261446882848,0.03296788005059408,0.010839007562289905,-0.9194941656807117,0.21017287743221008,4.0840462142550143e-17,-0.6066752083947607,-0.32175474387980946,0.07728014893543952,-0.9493638764089741,-0.3045258753377823,0.1322484740046962,-0.9558399849169996,-0.05067931352683101,0.13917034876199977,-0.8772056546881528,0.16269443376984813,0.15826576257038022,-0.5225915028917879,-0.3860689274911784,0.2813951999188855,-0.8052538434669991,-0.34075300284477383,0.29952264367646564,-0.8051381662352476,-0.08361617293828592,0.2655355058545251,-0.7423633291548504,0.11203772453260866,0.317801202562195,-0.4368890285650054,-0.4173158238523335,0.43757970382374867,-0.6463627999435694,-0.34140107014506577,0.43188922493987436,-0.6731994679085069,-0.16607401414106915,0.37733730115645575,-0.6355924918404084,-0.01624478782632554,0
0.0,0.0,0.0,-0.07129138306016355,-0.32131055237222905,0.30198059712057096,-0.07601701047135039,-0.4909690766487051,0.35507600912690557,-0.02011445700677466,-0.6437566404461862,0.37640134844465317,0.03332762034326674,-0.7808504092070205,0.408296814014435,-0.12823161294023705,-0.6588794266085006,-0.1515885709290925,-0.08739097312668229,-0.9421900434735783,-0.13500919186116986,0.02147356639715146,-0.9704732163272326,0.04194807665218946,0.0666578365488079,-0.8972632493357008,0.20632509062181204,5.506802555764418e-17,-0.5930883320264599,-0.28214109692375844,0.07485719884287603,-0.949625714032497,-0.30431464478343573,0.1628302228369975,-0.945143243225394,-0.07868553656617666,0.18110769054670262,-0.8455685765694152,0.12438108448834026,0.14851438443615494,-0.5124395980655774,-0.36540474354038094,0.28238502469063764,-0.8052481830905435,-0.36808593239534465,0.34003006691220405,-0.7997928463348505,-0.13760195939670342,0.31383227921799095,-0.723138637004224,0.05468970328450933,0.30223005654392066,-0.42524490043600266,-0.41409947100739647,0.45338437250991886,-0.6068751520713295,-0.4002139651189659,0.48216155457259163,-0.6474259577512791,-0.2699413975608556,0.4302033896692972,-0.6284828054172956,-0.1399073131153668,0
0.0,0.0,0.0,-0.05720215827271477,-0.3225230045881499,0.31701318455276695,-0.07203059506450446,-0.48914318537856494,0.38568486264259916,-0.022902126691304887,-0.6441804172726988,0.41999875619540356,0.025236363426150214,-0.7795005484698677,0.4652483871339097,-0.11788363040000659,-0.6639057248867439,-0.12719506562062063,-0.08790924575516676,-0.9443300989145202,-0.1167884872902741,0.02469111212511515,-0.9820971408024116,0.05322325633064168,0.07276420117750901,-0.9178167523867843,0.21020140986771296,5.876736000151551e-17,-0.5958275225824774,-0.265130911130805,0.061403713881094654,-0.9510022199495921,-0.3030253480693591,0.15905037026443403,-0.9580042167022701,-0.08943392482202289,0.18977961702973276,-0.8746642024195808,0.10760601349222373,0.14034572410446283,-0.5127619865007005,-0.3576380426955531,0.2636738408297033,-0.8052886775177296,-0.38725222470690635,0.344458143155968,-0.8185283685397154,-0.17868789039843383,0.3341912818205948,-0.7565685728912457,0.004329335789478923,0.29092158993639994,-0.42416406521786165,-0.4131075464699789,0.44471583200477,-0.5767723335935373,-0.44141063466089064,0.5018574863524966,-0.641311152323833,-0.34936165744684294,0.4746465287703586,-0.6529922533097644,-0.24162061453309383,0
0.0,0.0,0.0,-0.04355840785476412,-0.31799023260729387,0.33385919351624227,-0.05636648960720984,-0.48384511887153614,0.4139041834596866,0.0018075070645335238,-0.6377256670385494,0.45132610823574837,0.05733273928893914,-0.7623481600438304,0.4999856269308234,-0.11258830719911823,-0.6705051826375693,-0.05738195823263185,-0.06277265514755606,-0.9564843673839803,-0.04581177885160244,0.06347126712771732,-0.9920263571774983,0.10888115040880315,0.12144219323980109,-0.9235742700484033,0.25698655222330846,-7.049217310223818e-18,-0.6128476300565956,-0.20578237132969168,0.07675334572592754,-0.9625373609715435,-0.24197539254806186,0.1911568631524215,-0.9695254842872685,-0.05124008564566116,0.22835559033860578,-0.8699418892182317,0.13187775414002703,0.13562526710708844,-0.5346235084099908,-0.30989895414217056,0.27039594712749815,-0.8132808733740349,-0.33575779554952645,0.36890161199007715,-0.8189508447616177,-0.13916798997174834,0.3719003944279648,-0.744056625234087,0.038715981537549245,0.2850543767453097,-0.4498132046990978,-0.3762903994747547,0.44801893662321973,-0.6157742201866168,-0.38302160739311464,0.5220712731809611,-0.6572885404007687,-0.2735313236922825,0.5109169308004761,-0.6399025847208687,-0.15236884206138823,0
0.0,0.0,0.0,-0.047661218683301136,-0.3145163822833541,0.343691022987798,-0.06551850352232402,-0.4858493604716186,0.4284440533901793,-0.00976069763789674,-0.6413664989510851,0.46542212111934456,0.04978609961771452,-0.7623182596972224,0.5122839355203986,-0.11119902134011904,-0.6795201176745024,-0.01876726874920314,-0.05863870552462842,-0.9487101420458908,-0.0006905266044639147,0.06400311131036088,-0.9863983709136847,0.1513996552222712,0.12685629498869277,-0.9210099104597985,0.2976195398434997,1.0411548287044816e-16,-0.6246519506637016,-0.17339988051854235,0.07767709866223439,-0.9557337904803798,-0.2026552283314741,0.19437078394687435,-0.9686520296580596,-0.020183055647312195,0.2399373000965649,-0.8704776757177912,0.15711333216886958,0.13103912314747743,-0.5467081583397742,-0.2840327110424152,0.2696377245439982,-0.8181617488323888,-0.3126493091738066,0.37216597492581227,-0.8162778406242898,-0.12533697383276463,0.38358441338167265,-0.7299478838885972,0.04937035059700364,0.27767035515970406,-0.46143735174689854,-0.3551419724757702,0.4474466988403411,-0.6336017665760341,-0.3540854555135345,0.5241680680791063,-0.6557977672268043,-0.23540996584007715,0.5188540332561742,-0.6105046394793663,-0.1071373890276259,0
0.0,0.0,0.0,-0.04426528441676581,-0.30776964399799134,0.34961325398600174,-0.05894710629135871,-0.47903038919541896,0.44054964484884773,-0.0048120617930411825,-0.6315642507372095,0.48109089650034603,0.05239684568282494,-0.7504982935686315,0.5307871521794054,-0.10567123767791967,-0.6752237613615545,0.009503362538466316,-0.05566411436559721,-0.9368920667778293,0.03227020545135307,0.06454882029704205,-0.9811603597487819,0.18209282867785065,0.1311394384993531,-0.9214625220902509,0.32615960501749475,-7.529432146045863e-18,-0.6226863138981309,-0.14896489327364948,0.07615543211106549,-0.9504384781079703,-0.1740847631245574,0.19207856917708818,-0.9710322892827197,0.00588000019538044,0.2439727252932545,-0.8765114608310304,0.18240844347645008,0.1287673638479712,-0.5469697831163692,-0.26447460184703964,0.2790989688850297,-0.8128120112509789,-0.29017592529430086,0.3804403662049968,-0.8138874075141812,-0.1023892238967554,0.39493982100553177,-0.7273845917138295,0.07398215757319364,0.27403316241365083,-0.4615924547919881,-0.3408767888322985,0.45287340883528254,-0.6362363639994867,-0.33503449740821584,0.5254023531007009,-0.6560174046066766,-0.21185027453644542,0.5198748702895625,-0.6076978506266826,-0.07948146036795072,0
0.0,0.0,0.0,-0.04299319988797614,-0.30708654156656934,0.3484932536176104,-0.05343985408651927,-0.4813692593154828,0.4362738486177234,0.0009087315783686458,-0.6335337262117386,0.47437793531742445,0.05744585813715963,-0.7566254853465413,0.5211065909291873,-0.1075723600825992,-0.672818698367614,-0.005305052083082078,-0.05221256333125114,-0.9397811450607303,0.013709433587082825,0.07455158970706668,-0.9840069139021345,0.16177902788973114,0.1436690358561869,-0.925378829227112,0.30409963048665434,1.0600978743870936e-16,-0.6175131262381754,-0.1644196979272957,0.08108973741377354,-0.9519005781592941,-0.185990742379132,0.19934178131298078,-0.9663810285682998,0.0010424661221581381,0.24830856489584244,-0.8715174943375451,0.18152292885221394,0.13135741078537672,-0.5415130716515377,-0.2808602441977773,0.2781721472984004,-0.8129553990552529,-0.2961260412198809,0.37838442488244783,-0.8153761587773436,-0.09820179642920575,0.3881851225896853,-0.7324091923785259,0.08153296490439181,0.2785685467825717,-0.4574278074277083,-0.3596734967173809,0.4571804586669531,-0.6340431773803274,-0.35197197830177457,0.5309814996146974,-0.664366671808314,-0.22906886600601484,0.5258867364925951,-0.6265398023162506,-0.0977289996804104,0
0.0,0.0,0.0,-0.04608865197582455,-0.3089403234722973,0.3472768413208755,-0.05412550609064231,-0.48289269090184206,0.43730059089024126,0.0027209021806041617,-0.6362229045004825,0.4776771700956252,0.06238467915258984,-0.7555108589297982,0.5267491796018865,-0.10814682413938688,-0.6754100014953066,0.001541487234457315,-0.03773142596206164,-0.9440127638510748,0.028929617996047274,0.08871101850201887,-0.9788516145449803,0.1843363010885805,0.15438594242132472,-0.9139304396728529,0.32966695257665923,-2.5257484560131094e-17,-0.623073348338684,-0.1573080221529493,0.09242915934584567,-0.9573182147974364,-0.174817645840408,0.2078184655415189,-0.9648622706988169,0.013213672057047359,0.25342560307500606,-0.8686532033907486,0.19284806866058854,0.1321613021923916,-0.5470435502549811,-0.27366663804213626,0.28882347673215436,-0.8170514600323477,-0.2838721754169473,0.3891078977239188,-0.819012516941367,-0.08555479403718254,0.3990393091863919,-0.7381217678108719,0.09172526038801192,0.2802519367297832,-0.46026147949570256,-0.35324082757838926,0.46506419121888576,-0.6358053056685228,-0.3447271945493013,0.5401256206206699,-0.6690693409413708,-0.22494718687882706,0.5359886470167875,-0.6374734265055897,-0.09747424293319815,0
0.0,0.0,0.0,-0.046025235300880915,-0.3143097868182095,0.3618479623539071,-0.05869005661567193,-0.48436152126829557,0.4574511770258875,-0.005168019613670461,-0.6432653467367133,0.5073927315984131,0.051851013074957666,-0.7634857893538655,0.564663489259606,-0.11141000541499738,-0.674106339575362,-0.02515097502378759,-0.04765846169494286,-0.9467416329167777,0.015612754327512206,0.07654380224953426,-0.9798131870858742,0.18468125175503267,0.137123356210516,-0.9249695107397671,0.3353455589718655,2.1349644711805273e-17,-0.6202318486216958,-0.17827982234751444,0.09320977175235394,-0.9652498903595087,-0.16762759615821038,0.2022799461645683,-0.9608299587449919,0.043337813810989285,0.24474402184730487,-0.8736842430423045,0.22933046201495041,0.13431777879290718,-0.548757806293324,-0.2847007452549656,0.27643029978921585,-0.8241712657142909,-0.26194960770305287,0.37773424460864785,-0.8217114919517299,-0.05031263764547376,0.39302140586455925,-0.7467125726120953,0.12216654756783073,0.2795291219079927,-0.4711909870255378,-0.35316780273938,0.44099928704511127,-0.6254562886103744,-0.33267904955449185,0.5225213648417154,-0.6690830804802512,-0.22027364306851732,0.5355647493041511,-0.6576548716637161,-0.10574752051397612,0
0.0,0.0,0.0,-0.05414199644503352,-0.32007711667607236,0.350120947361788,-0.06626096690726896,-0.49108549074088126,0.44012609064886865,-0.013598490241510103,-0.6486649629601429,0.48848848472807893,0.04236600796942292,-0.7733647856146229,0.5439025517179594,-0.11527365577481696,-0.6775375659884597,-0.047763470771221526,-0.04730182659166278,-0.9506664817539775,-0.01581056974913816,0.07865702947298983,-0.9855957268545058,0.14971350947935042,0.13455059739603098,-0.93016830678273,0.30101658608682186,2.2110362508417393e-18,-0.619872670661622,-0.1932691743784942,0.09773790915176087,-0.967974307010931,-0.18765579438525282,0.20333456156407856,-0.9594317247332859,0.02558281957191683,0.23802949024768333,-0.8690119578787181,0.2155306394815531,0.13797903066088418,-0.5466381787309899,-0.2926228567055976,0.27641468013829884,-0.8251859409497037,-0.2738750542917055,0.37429614969055064,-0.8267301295378748,-0.06033119342714612,0.38618821845348955,-0.754808862023578,0.1154871609526269,0.2840020375997762,-0.46739273408424015,-0.3542972344398689,0.4348875944378988,-0.6315222723515278,-0.3375931326401781,0.5150131575420879,-0.6825433072957483,-0.2247819795720094,0.5274057080674814,-0.6771272646891034,-0.10857737899588815,0
0.0,0.0,0.0,-0.060125907801172114,-0.32427257260856196,0.3385779048179636,-0.06738877330252159,-0.4974980920879784,0.4243948591208849,-0.013205623943306584,-0.6531385399816296,0.47329897160168005,0.045484989844687414,-0.7801167678580055,0.5302000845893287,-0.12027092136452687,-0.6774462657170744,-0.0642345489748056,-0.04348652261426282,-0.9528629385623096,-0.02575191940982236,0.08196208331333689,-0.9856590777879322,0.1475072854918723,0.13289153211365548,-0.9319053010295713,0.30397330161951785,1.1215990045238501e-17,-0.6161858388229219,-0.20032606325742744,0.1127306304835791,-0.9662397986616739,-0.18063176438704695,0.21537749768930384,-0.9502390700354757,0.045674280276425526,0.24331455595841497,-0.8646270903448416,0.24287028769817023,0.145275292261996,-0.5406217405231359,-0.2905377505092357,0.289063295543433,-0.8205481683038289,-0.2506853965818764,0.3801399687188441,-0.821541921075901,-0.025479308468922178,0.383636923059288,-0.7590343778576049,0.15245414553515846,0.2949225138837442,-0.45869274468121585,-0.3455300729730041,0.44253576331184297,-0.6170324527618102,-0.3140394307431181,0.520102408407249,-0.6762862832833955,-0.19722748088257536,0.5303844199468126,-0.6871643053718415,-0.0812811534506294,0
0.0,0.0,0.0,-0.07314786008621187,-0.32802885097498286,0.31537380577314794,-0.07250708710721722,-0.5032898195517514,0.38577626049454994,-0.01664538898303899,-0.6556525613105911,0.42507471517242285,0.04789926833603816,-0.7882886297684261,0.4731954226590724,-0.13179075244378802,-0.6749836852557438,-0.10171450180241973,-0.05860198471153114,-0.9513985626160322,-0.06692953712521706,0.06563943550026606,-0.9914783467382069,0.10983117168950204,0.12084095255034154,-0.9389938937108175,0.27258838643283023,7.467336088029161e-17,-0.6143128381122124,-0.2261128136852572,0.1081649382053766,-0.9702818057662386,-0.21645683990586762,0.20815857235520782,-0.9718201542873173,0.006699943087401622,0.23535198439153332,-0.8871977112096838,0.2064475146723871,0.1574309694226552,-0.5383001621002664,-0.3029077358394898,0.29765661842692426,-0.8208171664863304,-0.2595354079684167,0.38025107594677193,-0.8316056657765873,-0.02780352834226802,0.38051074723133915,-0.7765196785279451,0.15660376967635387,0.31395650930059843,-0.45143429213827846,-0.34628604172864447,0.4471989437864483,-0.6239800993789378,-0.29283009923360165,0.513963650383865,-0.6831234440761998,-0.15607487193749484,0.516244573022305,-0.6938248191861496,-0.02577257806655227,0
